id,Internal Reference,Supplier / Supplier,Name,Brand,Model,description,Category,Unit of Measure,Can be Sold,Can be Purchased,Product Type,Procurement Method,Supply Method,Supplier / Supplier Pricelist / Unit Price,Supplier / Supplier Pricelist / Quantity,Supplier / Delivery Lead Time,seller_ids/min_qty
Product_00640,02P9035,M&C TechGroup Germany GmbH,MP47/D Doppelmembran-System MP,M&C,,"Extra charge for MP47, MP47-Z, MP47/R, MP47-Z/R with a double diaphragm system type MP47../D.",Pump-Diaphragm,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,576,1,30,1
Product_00641,02P9037,M&C TechGroup Germany GmbH,MP47/D Durchflußsensor LPH-7,M&C,,"Extra charge for flowsensor LPH-7 on MP47/D MP47-Z/D, MP47/R/D, MP47-Z/R/D. Including mounting accessory.",Sensor,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,321,1,30,1
Product_00642,02S1000,M&C TechGroup Germany GmbH,SP210-H,M&C,,"Gas sample probe type SP210-H. With external ceramic filter type S-2K (75mm). Filter porosity: 2µm. External filter electrically heated up to 180°C with self-regulated heating elements. Low temperature alarm with potential-free status-alarm contact at -20°C below Tsetting. power: 110-240V/50-60Hz, 200W. Mounting flange: DN65PN6 with thread G3/4""i. Material: SS316, ceramic, Viton.",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1305,1,30,1
Product_00643,02S1010,M&C TechGroup Germany GmbH,SP210-H/W,M&C,,"Gas sample probe type SP210-H/W. With external ceramic filter type S-2K (75mm). Filter porosity: 2 µm, external filter electrically heated up to 180°C with self regulated heating elements. Low temperature alarm with potential-free status-alarm contact at -20°C below Tsetting. Incl. weather protection shield. power: 110-240V/50-60Hz, 200W. mounting flange: DN65PN6, with thread G3/4""i material: SS316, ceramic, Viton.",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1538,1,30,1
,02S1800,M&C TechGroup Germany GmbH,SP180-H,M&C,,"Gas sample probe type SP180-H. With external ceramic filter type S-2K (75mm). Filter porosity: 2µm. External filter electrically heated up to 180°C with self-regulated heating elements. Low temperature alarm with potential-free status-alarm contact at -20°C below Tsetting. With a new kind of weather protection shield for outside mounting. Power: 110-240V, 50/60Hz, 400W. Mounting flange: DN65PN6 with thread G3/4""i. Material: SS316, ceramic, Viton. Sample outlet: connector for tube 6mm OD. Calibration gas inlet: connector for tube 6mm OD with blind plug.",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1326,1,30,1
Product_00644,02S9022,M&C TechGroup Germany GmbH,"SP30-H1.1    Fe-CuNi  2,5m",M&C,,"Heated insitu probe tube type SP30-H1.1. Double tube construction electrical heated to 0-320°C. Thermocouple Fe-CuNi, mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 2,5m. Operating temperatures: max. 550°C, Material: SS316 Power: 115/230V, 50/60Hz, power consumption: 1400W (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,4108,1,30,1
Product_00645,02S9023,M&C TechGroup Germany GmbH,"SP30-H1.1    Fe-CuNi  0,6m",M&C,,"Heated insitu probe tube type SP30-H1.1. Double tube construction electrical heated to 0-320°C. Thermocouple Fe-CuNi, mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 0,6m. Operating temperatures: max. 550°C, Material: 1.4539 Power: 115/230V, 50/60Hz, power consumption: 600W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2816,1,30,1
Product_00646,02S9023P,M&C TechGroup Germany GmbH,"SP30-H2  PT100  0,6m",M&C,,"Heated insitu probe tube type SP30-H2. Double tube construction electrical heated to 0-200°C. Temperature sensor PT100. mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 0,6m. Operating temperatures: max. 200°C, Material: 1.4539 Power: 115/230V, 50/60Hz, power consumption: 600W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,2816,1,30,1
Product_00647,02S9024,M&C TechGroup Germany GmbH,SP30-H1.1    Fe-CuNi  2m,M&C,,"Heated insitu probe tube type SP30-H1.1. Double tube construction electrical heated to 0-320°C. Thermocouple Fe-CuNi, mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 2m. Operating temperatures: max. 550°C, Material: 1.4539 Power: 115/230V, 50/60Hz, power consumption: 1200W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3670,1,30,1
Product_00648,02S9024P,M&C TechGroup Germany GmbH,SP30-H2  PT100    2m,M&C,,"Heated insitu probe tube type SP30-H2. Double tube construction electrical heated to 0-200°C. Temperature sensor PT100. mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 2m. Operating temperatures: max. 200°C, Material: 1.4539 Power: 115/230V, 50/60Hz, power consumption: 1200W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3670,1,30,1
Product_00649,02S9025,M&C TechGroup Germany GmbH,SP30-H1.1    Fe-CuNi  1m,M&C,,"Heated insitu probe tube type SP30-H1.1. Double tube construction electrical heated to 0-320°C. Thermocouple Fe-CuNi, mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 1m. Operating temperatures: max. 550°C, Material: 1.4539 Power: 115/230V, 50/60Hz, power consumption: 800W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3046,1,30,1
Product_00650,02S9025P,M&C TechGroup Germany GmbH,SP30-H2  PT100    1m,M&C,,"Heated insitu probe tube type SP30-H2. Double tube construction electrical heated to 0-200°C. Temperature sensor PT100. mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 1m. Operating temperatures: max. 200°C, Material: 1.4539 Power: 115/230V, 50/60Hz, power consumption: 800W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3046,1,30,1
Product_00651,02S9026,M&C TechGroup Germany GmbH,"SP30-H1.1    Fe-CuNi  1,5m",M&C,,"Heated insitu probe tube type SP30-H1.1. Double tube construction electrical heated to 0-320°C. Thermocouple Fe-CuNi, mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 1,5m. Operating temperatures: max. 550°C, Material: 1.4539 Power: 115/230V, 50/60Hz, power consumption: 1200W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3408,1,30,1
Product_00652,02S9026P,M&C TechGroup Germany GmbH,"SP30-H2  PT100  1,5m",M&C,,"Heated insitu probe tube type SP30-H2. Double tube construction electrical heated to 0-200°C. Temperature sensor PT100. mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. with G3/4"" coupling for mounting the insitu probe tubes or pre-filter. Length: 1,5m. Operating temperatures: max. 200°C, Material: 1.4539 Power: 115/230V, 50/60Hz, power consumption: 1200W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,3408,1,30,1
Product_00653,02S9037,M&C TechGroup Germany GmbH,"SP30-H1.1V   Fe-CuNi  0,6m",M&C,,"Heated insitu probe tube type SP30-H1.1V, With pre-filter V20-2/30. Double tube construction electrical heated to 0-320°C. Thermocouple Fe-CuNi, mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. Length: 0,6m. Operating temperatures: max. 550°C, Material: SS316. Power: 115/230V, 50/60Hz, power consumption: 600W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,4463,1,30,1
Product_00654,02S9038,M&C TechGroup Germany GmbH,SP30-H1.1V   Fe-CuNi  1m,M&C,,"Heated insitu probe tube type SP30-H1.1V, With pre-filter V20-2/30. Double tube construction electrical heated to 0-320°C. Thermocouple Fe-CuNi, mounting flange DN65PN6B, incl. 4 welded mounting bolts, flange gasket and nuts. Length: 1m. Operating temperatures: max. 550°C, Material: SS316. Power: 115/230V, 50/60Hz, power consumption: 800W. (A temperature controller to be mounted externally is not included)",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,4696,1,30,1
Product_00655,02S9200,M&C TechGroup Germany GmbH,SP210/SS Entnahmerohr 12x1mm,M&C,,"Probe tube for SP210-H type SP210/SS length 1 meter, SS316, 12x1mm.",Gas Sample Probe,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,138,1,30,1
Product_00656,02S9205,M&C TechGroup Germany GmbH,SP210  Wetterschutzhaube,M&C,,Weather cover for SP210.,Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,235,1,30,1
Product_00657,02V1000,M&C TechGroup Germany GmbH,RV-11-P    PVDF,M&C,,"Needle valve type RV 11-P straight-way type, connections: 2xG1/4""f ISO material: PVDF, PTFE.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,199,1,30,1
Product_00658,02V1200,M&C TechGroup Germany GmbH,RV-11-T    PTFE,M&C,,"Needle valve type RV 11-T straight-way type connections: 2xG1/4""f ISO material: PTFE, PCTFE.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,237,1,30,1
Product_00659,02V1250,M&C TechGroup Germany GmbH,RV-11  für FM10     PTFE,M&C,,"Needle valve type RV11-T for FM-10 straight way, connection inlet: G1/4"", outlet: 6mm nipple, Material: PTFE, PCTFE.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,237,1,30,1
Product_00660,02V1300,M&C TechGroup Germany GmbH,RV-11  für FM10-H   PEEK,M&C,,"Needle valve, type RV11-PK, for FM10-H straight way connection inlet G1/4"", outlet G1/4"", Material: PTFE, PEEK.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,290,1,30,1
Product_00663,03A2001,M&C TechGroup Germany GmbH,PMA30    Analog/Digital   230V,M&C,PMA 30,"Oxygen analyser type PMA 30A/D. With combinated analog/digital display in 1/3-19"" plug-in rack (3U, 28HP). Signal output: 4-20mA (0-20mA on request). with isolated output. Measuring ranges: 0-1/3/10/30/100 Vol%O2, can be selected at the analyser or externally, including flowmeter with needle valve 7-70Nl/h. Signal output for heating safety fuse, projection LED and flow. Transducer thermostatic controlled to +50°C. Power: 230V/50Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,7901,1,30,1
Product_00664,03A2001A,M&C TechGroup Germany GmbH,PMA30    Analog/Digital   115V,M&C,PMA 30,"Oxygen analyser type PMA 30A/D. With combinated analog/digital display in 1/3-19"" plug-in rack (3U, 28HP). Signal output: 4-20mA (0-20mA on request). with isolated output. Measuring ranges: 0-1/3/10/30/100 Vol%O2, can be selected at the analyser or externally, including flowmeter with needle valve 7-70Nl/h. Signal output for heating safety fuse, projection LED and flow. Transducer thermostatic controlled to +50°C. Power: 115V/60Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,7901,1,30,1
Product_00665,03A2005,M&C TechGroup Germany GmbH,PMA30    Digital    230V,M&C,PMA 30,"Oxygen analyser type PMA 30/D. With digital LCD-display in 1/3-19"" plug-in rack (3U, 28HP). Signal output: 4-20mA (0-20mA on request). with isolated output. Measuring ranges: 0-1/3/10/30/100 Vol%O2, can be selected at the analyser or externally, including flowmeter with needle valve 7-70Nl/h. Signal output for heating safety fuse, projection LED and flow. Transducer thermostatic controlled to +50°C. Power: 230V/50Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,7782,1,30,1
Product_00666,03A2005A,M&C TechGroup Germany GmbH,PMA30    Digital    115V,M&C,PMA 30,"Oxygen analyser type PMA 30/D. With digital LCD-display in 1/3-19"" plug-in rack (3U, 28HP). Signal output: 4-20mA (0-20mA on request). with isolated output. Measuring ranges: 0-1/3/10/30/100 Vol%O2, can be selected at the analyser or externally, including flowmeter with needle valve 7-70Nl/h. Signal output for heating safety fuse, projection LED and flow. Transducer thermostatic controlled to +50°C. Power: 115V/60Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,7782,1,30,1
Product_00667,03A3000,M&C TechGroup Germany GmbH,PMA100-230V,M&C,PMA 100,"Oxygen analyser type PMA 100. Microprozessor controlled With LCD-display in 19""-rack (4HE). Isolated signal output: 0/4-20mA.and RS232 Measuring range: 0-100 Vol%O2 freely programmable. Pressure compensation for a pressure of 0,6-1,6bar abs. Status signal for heater fuse, hardware and flow. Incl. flowmeter with needle valve 7-70Nl/h. Transducer thermostatic controlled to 55°C. Power: 230V/50Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,10321,1,30,1
Product_00668,03A3000a,M&C TechGroup Germany GmbH,PMA100     115V,M&C,PMA 100,"Oxygen analyser type PMA 100. Microprozessor controlled With LCD-display in 19""-rack (4HE). Isolated signal output: 0/4-20mA. Measuring range: 0-100 Vol%O2 freely programmable. Pressure compensation for a pressure of 0,6-1,6bar abs. Status signal for heater fuse, hardware and flow. Incl. flowmeter with needle valve 7-70Nl/h. Transducer thermostatic controlled to 55°C. Power: 115V/60Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,10321,1,30,1
Product_00669,03A3100,M&C TechGroup Germany GmbH,PMA100-L 230V,M&C,PMA 100,"Oxygen analyser type PMA 100/L. Microprozessor controlled With LCD-display in 19""-rack (4HE). Isolated signal output: 0/4-20mA. Measuring range: 0-100 Vol%O2 freely programmable. Status signal for heater fuse, hardware and flow. Incl. flowmeter with needle valve 7-70Nl/h. Transducer thermostatic controlled to 55°C. Power: 230V/50Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,8363,1,30,1
Product_00670,03A3100A,M&C TechGroup Germany GmbH,PMA100-L 115V,M&C,PMA 100,"Oxygen analyser type PMA 100/L. Microprozessor controlled With LCD-display in 19""-rack (4HE). Isolated signal output: 0/4-20mA. Measuring range: 0-100 Vol%O2 freely programmable. Status signal for heater fuse, hardware and flow. Incl. flowmeter with needle valve 7-70Nl/h. Transducer thermostatic controlled to 55°C. Power: 115V/60Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,8363,1,30,1
Product_00671,03A9000,M&C TechGroup Germany GmbH,"PMA 19"" Rack 3HE 84TE",M&C,,"19""sub-rack type KM6B, 3U, 84TE suitable for max.3x PMA30 racks.",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,264,1,30,1
Product_00672,03A9100,M&C TechGroup Germany GmbH,PMA Gehäuse tragbar lang,M&C,,"Portable housing for PMA, Dimensions: 150x193x385mm",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,442,1,30,1
Product_00673,03A9105,M&C TechGroup Germany GmbH,PMA Gehäuse tragbar kurz,M&C,,"Portable housing for PMA, Dimensions: 150x193x270mm",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,305,1,30,1
Product_00674,03A9150,M&C TechGroup Germany GmbH,PMA30 Gehäuse Wandaufbau IP65,M&C,,"Wall mountage housing out of aluminium type 30-19 with 19""-insertion system (3U/42TE), incl. clamp box, clamp boards and filter, with window. protection class: IP65.",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,948,1,30,1
Product_00675,03A9151,M&C TechGroup Germany GmbH,PMA Gehäuse Spülgasanschl. MP,M&C,,Extra charge for purging connections for housing 30-19.,Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,286,1,30,1
Product_00676,03A9165,M&C TechGroup Germany GmbH,PMA30 Lösemittelfest  MP,M&C,,Extra charge for PMA 30 as solvent resistant execution with measuring cell type PMC-1LB. Material: O-rings out of Kalrez.,Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1637,1,30,1
Product_00677,03A9300,M&C TechGroup Germany GmbH,PMA100 3x zusätz.mA Ausgang MP,M&C,,"Extra charge for PMA100, 3x additional mA-output.",Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,747,1,30,1
Product_00678,03A9320,M&C TechGroup Germany GmbH,PMA100 Lösemittelfest  MP,M&C,,Extra charge for PMA 100 as solvent resistant execution with measuring cell type PMC-1LB. O-rings out of Kalrez.,Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,1592,1,30,1
Product_00679,03A9525,M&C TechGroup Germany GmbH,PMA30 TA-Luft     MP,M&C,,Extra charge for qualification test according to TA-Luft + DIN EN 14181 resp. 13. and 17. BImSchV of analyser type PMA 30. (only available in the basis version),Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,599,1,30,1
Product_00680,03B1000,M&C TechGroup Germany GmbH,Anschluß Leitung Typ A,M&C,,"Connection type A for heated sample line type 4, DN 4/6mm. With gland PG36. Incl. PT100 and plug to the front.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,344,1,30,1
Product_00681,03B1010,M&C TechGroup Germany GmbH,Anschluß Leitung Typ B,M&C,,"Connection type B for heated sample line type 4, DN 4/6mm. With gland PG36. Incl. PT100 and plug to the end.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,344,1,30,1
Product_00682,03B1020,M&C TechGroup Germany GmbH,Anschluß Leitung Typ C,M&C,,"Connection type C for heated sample line type 4, DN 4/6mm. With tube piece. Incl. PT100 and plug to the end.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,371,1,30,1
Product_00683,03B1030,M&C TechGroup Germany GmbH,Anschluß Leitung Typ D,M&C,,"Connection type D for heated sample line type 3, DN 4/6mm. With tube piece. Incl. PT100 and plug to the end.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,364,1,30,1
Product_00684,03B1040,M&C TechGroup Germany GmbH,Anschluß Leitung Typ E,M&C,,"Connection type E for heated sample line type 5, DN 4/6mm. With tube piece. Incl. PT100 and plug to the end.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,327,1,30,1
Product_00685,03B1050,M&C TechGroup Germany GmbH,Anschluß Leitung Typ A     6/8,M&C,,"Connection type A for heated sample line type 4, DN 6/8mm. With gland PG36. Incl. PT100 and plug to the front.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,352,1,30,1
Product_00686,03B1060,M&C TechGroup Germany GmbH,Anschluß Leitung Typ B     6/8,M&C,,"Connection type B for heated sample line type 4, DN 6/8mm. With gland PG36. Incl. PT100 and plug to the end.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,352,1,30,1
Product_00687,03B1070,M&C TechGroup Germany GmbH,Anschluß Leitung Typ C     6/8,M&C,,"Connection type C for heated sample line type 4, DN 6/8mm. With tube piece. Incl. PT100 and plug to the end.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,377,1,30,1
Product_00688,03B1080,M&C TechGroup Germany GmbH,Anschluß Leitung Typ D     6/8,M&C,,"Connection type D for heated sample line type 3, DN 6/8mm. With tube piece. Incl. PT100 and plug to the end.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,370,1,30,1
Product_00689,03B1090,M&C TechGroup Germany GmbH,Anschluß Leitung Typ E     6/8,M&C,,"Connection type E for heated sample line type 5, DN 6/8mm. With tube piece. Incl. PT100 and plug to the end.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,327,1,30,1
Product_00690,03B1520,M&C TechGroup Germany GmbH,Anschluß Leitung Typ C/Ex 4/6,M&C,,"Connection type C/Ex for heated sample line type 4, DN 4/6mm. With tube piece. In Ex-version, incl. 2x PT100 for intrinsically safe.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,952,1,30,1
Product_00691,03B1530,M&C TechGroup Germany GmbH,Anschluß Leitung Typ D/Ex,M&C,,"Connection type D/Ex for heated sample line type 3, DN 4/6mm. With tube piece. In Ex-version, incl. 2x PT100 for intrinsically safe.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,946,1,30,1
Product_00692,03B1540,M&C TechGroup Germany GmbH,Anschluß Leitung Typ E/Ex,M&C,,"Connection type E/Ex for heated sample line type 5, DN 4/6mm. With tube piece. In Ex-version, incl. 2x PT100 for intrinsically safe.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,946,1,30,1
Product_00693,03B1570,M&C TechGroup Germany GmbH,Anschluß Leitung Typ C/Ex  6/8,M&C,,"Connection type C/Ex for heated sample line type 4, DN 6/8mm. With tube piece. In Ex-version, incl. 2x PT100 for intrinsically safe.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,955,1,30,1
Product_00694,03B1575,M&C TechGroup Germany GmbH,Anschluß Leitung Typ C/Ex 8/10,M&C,,"Connection type C/Ex for heated sample line type 4, DN 8/10mm. With tube piece. In Ex-version, incl. 2x PT100 for intrinsically safe.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,970,1,30,1
Product_00695,03B1580,M&C TechGroup Germany GmbH,Anschluß Leitung Typ D/Ex  6/8,M&C,,"Connection type D/Ex for heated sample line type 3, DN 6/8mm. With tube piece. In Ex-version, incl. 2x PT100 for intrinsically safe.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,949,1,30,1
Product_00696,03B1585,M&C TechGroup Germany GmbH,Anschluß Leitung Typ D/Ex 8/10,M&C,,"Connection type D/Ex for heated sample line type 3, DN8/10mm. With tube piece. In Ex-version, incl. 2x PT100 for intrinsically safe.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,970,1,30,1
Product_00697,03B1590,M&C TechGroup Germany GmbH,Anschluß Leitung Typ E/Ex  6/8,M&C,,"Connection type E/Ex for heated sample line type 5, DN 6/8mm. With tube piece. In Ex-version, incl. 2x PT100 for intrinsically safe.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,953,1,30,1
Product_00698,03B2000,M&C TechGroup Germany GmbH,Abschluß Leitung Typ X,M&C,,"End-fitting type X for heated sample line type 4, DN 4/6mm. With gland PG36.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,126,1,30,1
Product_00699,03B2010,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Y,M&C,,"End-fitting type Y for heated sample line type 4, DN 4/6mm. With tube piece.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,171,1,30,1
Product_00700,03B2020,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Z,M&C,,"End-fitting type Z for heated sample line type 3, DN 4/6mm. With tube piece.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,157,1,30,1
Product_00701,03B2030,M&C TechGroup Germany GmbH,Abschluß Leitung Typ W,M&C,,"End-fitting type W for heated sample line type 5, DN 4/6mm. With tube piece.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,94.6,1,30,1
Product_00702,03B2040,M&C TechGroup Germany GmbH,Abschluß Leitung Typ X     6/8,M&C,,"End-fitting type X for heated sample line type 4, DN 6/8mm. With gland PG36.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,129,1,30,1
Product_00703,03B2050,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Y     6/8,M&C,,"End-fitting type Y for heated sample line type 4, DN 6/8mm. With tube piece.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,177,1,30,1
Product_00704,03B2060,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Z     6/8,M&C,,"End-fitting type Z for heated sample line type 3, DN 6/8mm. With tube piece.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,168,1,30,1
Product_00705,03B2070,M&C TechGroup Germany GmbH,Abschluß Leitung Typ W     6/8,M&C,,"End-fitting type W for heated sample line type 5, DN 6/8mm. With tube piece.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,96.3,1,30,1
Product_00706,03B2510,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Y/Ex  4/6,M&C,,"End-fitting type Y/Ex for heated sample line type 4, DN 4/6mm. With tube piece. In Ex-version.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,148,1,30,1
Product_00707,03B2520,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Z/Ex,M&C,,"End-fitting type Z/Ex for heated sample line type 3, DN 4/6mm. With tube piece. In Ex-version.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,138,1,30,1
Product_00708,03B2530,M&C TechGroup Germany GmbH,Abschluß Leitung Typ W/Ex,M&C,,"End-fitting type W/Ex for heated sample line type 5, DN 4/6mm. With tube piece. In Ex-version.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,138,1,30,1
Product_00709,03B2550,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Y/Ex  6/8,M&C,,"End-fitting type Y/Ex for heated sample line type 4, DN 6/8mm. With tube piece. In Ex-version.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,153,1,30,1
Product_00710,03B2555,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Y/Ex 8/10,M&C,,"End-fitting type Y/Ex for heated sample line type 4, DN 6/8mm. With tube piece. In Ex-version.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,162,1,30,1
Product_00711,03B2560,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Z/Ex  6/8,M&C,,"End-fitting type Z/Ex for heated sample line type 3, DN 6/8mm. With tube piece. In Ex-version.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,146,1,30,1
Product_00712,03B2565,M&C TechGroup Germany GmbH,Abschluß Leitung Typ Z/Ex 8/10,M&C,,"End-fitting type Z/Ex for heated sample line type 3, DN8/10mm. With tube piece. In Ex-version.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,148,1,30,1
Product_00713,03B2570,M&C TechGroup Germany GmbH,Abschluß Leitung Typ W/Ex  6/8,M&C,,"End-fitting type W/Ex for heated sample line type 5, DN 6/8mm. With tube piece. In Ex-version.",Fitting,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,143,1,30,1
Product_00714,03B3000W,M&C TechGroup Germany GmbH,3N4/6-W,M&C,,"Heated sample line type 3N4/6-W. Inner tube: DN4/6 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Max. temperature: 100°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,143,1,30,1
