id,Internal Reference,Supplier / Supplier,Name,Brand,Model,description,Category,Unit of Measure,Can be Sold,Can be Purchased,Product Type,Procurement Method,Supply Method,Supplier / Supplier Pricelist / Unit Price,Supplier / Supplier Pricelist / Quantity,Supplier / Delivery Lead Time,seller_ids/min_qty
Product_00235,01A1000,M&C TechGroup Germany GmbH,PMA10 230V,M&C,PMA,"Portable oxygen analyser type PMA 10. With combinated analog/digital display in a portable housing. Signal output: 0-1V. Measuring ranges: 0-3/10/30/100 Vol%O2, including flowmeter with needle valve: 7-70l/h. Power: 230V/50Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,5815,1,30,1
Product_00236,01A1000A,M&C TechGroup Germany GmbH,PMA10 115V,M&C,PMA,"Portable oxygen analyser type PMA 10. With combinated analog/digital display in a portable housing. Signal output: 0-1V. Measuring ranges: 0-3/10/30/100 Vol%O2, including flowmeter with needle valve: 7-70l/h. Power: 115V/60Hz.",Analyzer For Gas,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,5815,1,30,1
Product_00237,01A9000,M&C TechGroup Germany GmbH,PMA10 4-20 mA MP,M&C,PMA,Extra charge for signal output 4-20mA incorporated in the analyser PMA 10/10S (0-20mA on request).,Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,369,1,30,1
Product_00238,01A9050,M&C TechGroup Germany GmbH,PMA10 Akku MP,M&C,PMA,"Extra charge for PMA 10 with battery operation, battery charger incorporated in analyser.",Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,282,1,30,1
Product_00239,01A9102,M&C TechGroup Germany GmbH,PMA10 Pumpe  NEU 05/05  MP,M&C,PMA,Extra charge for gas sample pump incorporated in analyser type PMA 10. Capacity: 1 Nl/min without pressure.,Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,451,1,30,1
Product_00240,01A9150,M&C TechGroup Germany GmbH,PMA10 Alarmkontakt MP,M&C,PMA,"Extra charge for alarm contact at analyser type PMA 10, adjustable from 0-100%O2. Potential-free changeover contact with plug at the rear of the housing.",Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,355,1,30,1
Product_00241,01A9156,M&C TechGroup Germany GmbH,PMA10 akus.Alarm/man.-Reset MP,M&C,PMA,Extra charge for PMA 10 with Piezo acoustic alarm and manual reset (30 sec) (only in combination with alarm 01A9150).,Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,222,1,30,1
Product_00242,01A9160,M&C TechGroup Germany GmbH,PMA10 TA-Luft  MP,M&C,PMA,Extra charge for qualification test according to TA-Luft + EN 14181 resp. 13. and 17. BImSchV of analyser type PMA 10. Incl. signal output: 4-20mA (0-20mA on request),Other Service,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,837,1,30,1
Product_00243,01B4034,M&C TechGroup Germany GmbH,PSP 4M4/6 Anschluss Typ I,M&C,PSP,"Connection type I for heated sample line type PSP 4M4/6. 1,5m connection cable with 7-pin plug, incl. 3 extra leads as power supply for the probe.",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,400,1,30,1
Product_00244,01B4034W,M&C TechGroup Germany GmbH,PSP 4M4/6-W  Anschluss Typ I,M&C,PSP,"Connection type I for heated sample line type PSP4M4/6-W. 1,5m connection cable with 7-pin plug, incl. 3 extra leads as power supply for the probe.",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,400,1,30,1
Product_00245,01B4036,M&C TechGroup Germany GmbH,PSP 4M4/6,M&C,PSP,Heated sample line type PSP 4M4/6 PTFE-tube DN 4/6mm interchangeable. With special SS-tube piece adapted to probe. Max. temperature: 200°C. 230V/50Hz. Price per meter.,Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,228,1,30,1
Product_00246,01B4036W,M&C TechGroup Germany GmbH,PSP 4M4/6-W,M&C,PSP,"Heated sample line type PSP4M4/6-W, PTFE-tube DN 4/6mm interchangeable. With special SS-tube piece adapted to probe. Coated by corrugated tube Max. temperature: 200°C. 230V/50Hz. Price per meter.",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,228,1,30,1
Product_00247,01B4037,M&C TechGroup Germany GmbH,PSP 4M4/6 Abschluss Typ K,M&C,PSP,"End-fitting type K for heated sample line type PSP 4M4/6. With tube piece. 0,5m connection cable to the end, with 7-pin plug.",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,304,1,30,1
Product_00248,01B4037W,M&C TechGroup Germany GmbH,PSP 4M4/6-W  Abschluss Typ K,M&C,PSP,"End-fitting type K for heated sample line type PSP4M4/6-W. With tube piece. 0,5m connection cable to the end, with 7-pin plug.",Accessory,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,304,1,30,1
Product_00249,01B6300,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/5-4,M&C,,"Self-regulated heated sample line type 3/5-4 with PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 11,5W/m at +10°C. Holding temperature: +5°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,110,1,30,1
Product_00250,01B6300Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/5-4Ex,M&C,,"Self-regulated heated sample line type 3/5-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T6 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 10W/m at +10°C. holding temperature: +5°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,112,1,30,1
Product_00251,01B6305,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/30-4,M&C,,Self-regulated heated sample line type 3/30-4 with PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 32W/m at +10°C. Holding temperature: +30°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,115,1,30,1
Product_00252,01B6305Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/30-4Ex,M&C,,"Self-regulated heated sample line type 3/30-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T6 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 30W/m at +10°C. Holding temperature: +30°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,117,1,30,1
Product_00253,01B6310,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/50-4,M&C,,Self-regulated heated sample line type 3/50-4 with PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 38W/m at +10°C. Holding temperature: +50°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,167,1,30,1
Product_00254,01B6310Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/50-4Ex,M&C,,"Self-regulated heated sample line type 3/50-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 36W/m at +10°C. Holding temp.: +50°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,168,1,30,1
Product_00255,01B6315,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/80-4,M&C,,Self-regulated heated sample line type 3/80-4 with PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: +80°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,172,1,30,1
Product_00256,01B6315Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/80-4Ex,M&C,,"Self-regulated heated sample line type 3/80-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 45W/m at +10°C. Holding temperature: +80°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,174,1,30,1
Product_00257,01B6320,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/100-4,M&C,,Self-regulated heated sample line type 3/100-4 with PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: +100°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,175,1,30,1
Product_00258,01B6320Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/100-4Ex,M&C,,"Self-regulated heated sample line type 3/100-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX. Inner tube: DN4/6 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 45W/m at +10°C. Holding temp.: +100°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,176,1,30,1
Product_00259,01B6325,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/120-4,M&C,,Self-regulated heated sample line type 3/120-4 with PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 63W/m at +10°C. Holding temp.: +120°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,184,1,30,1
Product_00260,01B6325Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/120-4Ex,M&C,,"Self-regulated heated sample line type 3/120-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 63W/m at +10°C. Holding temp.: +120°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,186,1,30,1
Product_00261,01B6350,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/5-6,M&C,,"Self-regulated heated sample line type 3/5-6 with PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 11,5W/m at +10°C. Holding temperature: +5°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,111,1,30,1
Product_00262,01B6350Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/5-6Ex,M&C,,"Self-regulated heated sample line type 3/5-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T6 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 10W/m at +10°C. holding temperature: +5°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,131,1,30,1
Product_00263,01B6355,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/30-6,M&C,,Self-regulated heated sample line type 3/30-6 with PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 32W/m at +10°C. Holding temperature: +30°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,118,1,30,1
Product_00264,01B6355Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/30-6Ex,M&C,,"Self-regulated heated sample line type 3/30-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T6 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 30W/m at +10°C. Holding temperature: +30°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,137,1,30,1
Product_00265,01B6360,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/50-6,M&C,,Self-regulated heated sample line type 3/50-6 with PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 38W/m at +10°C. Holding temperature: +50°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,168,1,30,1
Product_00266,01B6360Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/50-6Ex,M&C,,"Self-regulated heated sample line type 3/50-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 36W/m at +10°C. Holding temp.: +50°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,187,1,30,1
Product_00267,01B6365,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/80-6,M&C,,Self-regulated heated sample line type 3/80-6 with PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: +80°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,173,1,30,1
Product_00268,01B6365Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/80-6Ex,M&C,,"Self-regulated heated sample line type 3/80-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 45W/m at +10°C. Holding temperature: +80°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,192,1,30,1
Product_00269,01B6367,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/80-8,M&C,,Self-regulated heated sample line type 3/80-8 with PTFE-tube DN8/10 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: +80°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,173,1,30,1
Product_00270,01B6370,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/100-6,M&C,,Self-regulated heated sample line type 3/100-6 with PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: +100°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,176,1,30,1
Product_00271,01B6370Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/100-6Ex,M&C,,"Self-regulated heated sample line type 3/100-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX. Inner tube: DN6/8 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 45W/m at +10°C. Holding temp.: +100°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,195,1,30,1
Product_00272,01B6375,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/120-6,M&C,,Self-regulated heated sample line type 3/120-6 with PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 63W/m at +10°C. Holding temp.: +120°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,185,1,30,1
Product_00273,01B6375Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/120-6Ex,M&C,,"Self-regulated heated sample line type 3/120-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE non-interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 63W/m at +10°C. Holding temp.: +120°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,205,1,30,1
Product_00274,01B6380,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 3/120-8,M&C,,Self-regulated heated sample line type 3/120-8 with PTFE-tube DN8/10 and corrugated tube outside. Power consumption: 63W/m at +10°C. Holding temp.: +120°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,185,1,30,1
Product_00275,01B6400,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/5-4,M&C,,"Self-regulated heated sample line type 4/5-4 with intechangeble PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 11,5W/m at +10°C. Holding temperature: +5°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,119,1,30,1
Product_00276,01B6400Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/5-4Ex,M&C,,"Self-regulated heated sample line type 4/5-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T6 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 10W/m at +10°C. holding temperature: +5°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,140,1,30,1
Product_00277,01B6405,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/30-4,M&C,,Self-regulated heated sample line type 4/30-4 with intechangeble PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 32W/m at +10°C. Holding temperature: +30°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,124,1,30,1
Product_00278,01B6405Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/30-4Ex,M&C,,"Self-regulated heated sample line type 4/30-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T6 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 30W/m at +10°C. holding temperature: +30°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,146,1,30,1
Product_00279,01B6410,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/50-4,M&C,,Self-regulated heated sample line type 4/50-4 with intechangeble PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 38W/m at +10°C. Holding temperature: +50°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,176,1,30,1
Product_00280,01B6410Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/50-4Ex,M&C,,"Self-regulated heated sample line type 4/50-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 36W/m at +10°C. holding temperature: +50°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,194,1,30,1
Product_00281,01B6415,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/80-4,M&C,,Self-regulated heated sample line type 4/80-4 with intechangeble PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: +80°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,181,1,30,1
Product_00282,01B6415Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/80-4Ex,M&C,,"Self-regulated heated sample line type 4/80-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 45W/m at +10°C. holding temperature: +80°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,200,1,30,1
Product_00283,01B6420,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/100-4,M&C,,Self-regulated heated sample line type 4/100-4 with interchangeble PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: 100°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,184,1,30,1
Product_00284,01B6420Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/100-4Ex,M&C,,"Self-regulated heated sample line type 4/100-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 45W/m at +10°C. holding temperature: +100°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,205,1,30,1
Product_00285,01B6425,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/120-4,M&C,,Self-regulated heated sample line type 4/120-4 with interchangeble PTFE-tube DN4/6 and corrugated tube outside. Power consumption: 63W/m at +10°C. Holding temperature: 120°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,193,1,30,1
Product_00286,01B6425Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/120-4Ex,M&C,,"Self-regulated heated sample line type 4/120-4Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN4/6 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 63W/m at +10°C. holding temperature: +120°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,214,1,30,1
Product_00287,01B6450,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/5-6,M&C,,"Self-regulated heated sample line type 4/5-6 with intechangeble PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 11,5W/m at +10°C. Holding temperature: +5°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,125,1,30,1
Product_00288,01B6450Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/5-6Ex,M&C,,"Self-regulated heated sample line type 4/5-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T6 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 10W/m at +10°C. holding temperature: +5°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,146,1,30,1
Product_00289,01B6455,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/30-6,M&C,,Self-regulated heated sample line type 4/30-6 with intechangeble PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 32W/m at +10°C. Holding temperature: +30°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,132,1,30,1
Product_00290,01B6455Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/30-6Ex,M&C,,"Self-regulated heated sample line type 4/30-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T6 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 30W/m at +10°C. holding temperature: +30°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,151,1,30,1
Product_00291,01B6460,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/50-6,M&C,,Self-regulated heated sample line type 4/50-6 with intechangeble PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 38W/m at +10°C. Holding temperature: +50°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,181,1,30,1
Product_00292,01B6460Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/50-6Ex,M&C,,"Self-regulated heated sample line type 4/50-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 36W/m at +10°C. holding temperature: +50°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,200,1,30,1
Product_00293,01B6465,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/80-6,M&C,,Self-regulated heated sample line type 4/80-6 with intechangeble PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: +80°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,188,1,30,1
Product_00294,01B6465Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/80-6Ex,M&C,,"Self-regulated heated sample line type 4/80-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 45W/m at +10°C. holding temperature: +80°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,209,1,30,1
Product_00295,01B6467,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/80-8,M&C,,Self-regulated heated sample line type 4/80-8 with intechangeble PTFE-tube DN8/10 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: +80°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,197,1,30,1
Product_00296,01B6470,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/100-6,M&C,,Self-regulated heated sample line type 4/100-6 with interchangeble PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 47W/m at +10°C. Holding temperature: 100°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,190,1,30,1
Product_00297,01B6470Ex,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/100-6Ex,M&C,,"Self-regulated heated sample line type 4/100-6Ex. Explosion-proofed version for Ex-Zone 1 with protection class according to  ATEX: II 2 G Ex e II T3 / II 2D tD A21 IP65 TX Inner tube: DN6/8 PTFE interchangeable, outer shell: PA-corrugated hose. Power: 230V/50Hz. Power consumption: 45W/m at +10°C. holding temperature: +100°C at ambient -20°C. Price per meter.",Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,211,1,30,1
Product_00298,01B6475,M&C TechGroup Germany GmbH,Selbstreg. Ltg. 4/120-6,M&C,,Self-regulated heated sample line type 4/120-6 with interchangeble PTFE-tube DN6/8 and corrugated tube outside. Power consumption: 63W/m at +10°C. Holding temperature: 120°C at ambient -20°C. Price per meter.,Heated line,Ea,TRUE,TRUE,Stockable Product,Make to Stock,Buy,199,1,30,1
